300	78				271.21	1.2303	0.99702	4.1354			
305	78				300.27	1.3262	1.1268	10.012			
310	78				393.99	1.6315	1.0899	6.5956			
315	78				417.19	1.7058	0.97469	3.5266			
320	78				432.34	1.7535	0.92302	2.6559			
325	78				444.45	1.7911	0.89135	2.23			
330	78				454.92	1.823	0.86962	1.9742			
335	78				464.33	1.8514	0.854	1.8027			
340	78				473.02	1.8771	0.84248	1.6797			
345	78				481.18	1.9009	0.83381	1.587			
350	78				488.93	1.9232	0.82721	1.5148			
355	78				496.35	1.9443	0.82216	1.457			
360	78				503.51	1.9643	0.81829	1.4097			
365	78				510.46	1.9835	0.81538	1.3706			
370	78				517.23	2.0019	0.81324	1.3376			
375	78				523.85	2.0197	0.81174	1.3097			
380	78				530.33	2.0369	0.81078	1.2857			
385	78				536.71	2.0535	0.81027	1.2651			
390	78				542.99	2.0697	0.81016	1.2472			
395	78				549.19	2.0855	0.81037	1.2316			
400	78				555.31	2.1009	0.81088	1.218			
405	78				561.37	2.116	0.81164	1.206			
410	78				567.37	2.1307	0.81262	1.1955			
415	78				573.33	2.1451	0.81379	1.1862			
420	78				579.24	2.1593	0.81514	1.178			
425	78				585.11	2.1732	0.81663	1.1708			
430	78				590.94	2.1869	0.81825	1.1644			
435	78				596.75	2.2003	0.81999	1.1588			
440	78				602.53	2.2135	0.82184	1.1538			
445	78				608.29	2.2265	0.82377	1.1494			
450	78				614.03	2.2393	0.82579	1.1456			
455	78				619.75	2.252	0.82788	1.1422			
460	78				625.45	2.2644	0.83003	1.1393			
465	78				631.14	2.2767	0.83223	1.1367			
470	78				636.82	2.2889	0.83449	1.1345			
475	78				642.49	2.3009	0.83678	1.1326			
480	78				648.15	2.3127	0.83912	1.131			
485	78				653.8	2.3244	0.84148	1.1297			
490	78				659.44	2.336	0.84388	1.1286			
495	78				665.08	2.3475	0.8463	1.1278			
500	78				670.72	2.3588	0.84874	1.1271			
505	78				676.36	2.37	0.8512	1.1266			
510	78				681.99	2.3811	0.85367	1.1263			
515	78				687.62	2.3921	0.85615	1.1261			
520	78				693.25	2.403	0.85864	1.1261			
525	78				698.88	2.4138	0.86114	1.1262			
530	78				704.51	2.4244	0.86365	1.1264			
535	78				710.14	2.435	0.86616	1.1268			
540	78				715.78	2.4455	0.86867	1.1272			
545	78				721.42	2.4559	0.87118	1.1278			
550	78				727.06	2.4662	0.87369	1.1284			
555	78				732.7	2.4764	0.87619	1.1291			
560	78				738.35	2.4865	0.87869	1.1299			
565	78				744	2.4966	0.88119	1.1307			
570	78				749.65	2.5066	0.88368	1.1316			
575	78				755.31	2.5164	0.88617	1.1326			
580	78				760.98	2.5263	0.88864	1.1336			
585	78				766.65	2.536	0.89111	1.1347			
590	78				772.33	2.5456	0.89357	1.1358			
595	78				778.01	2.5552	0.89602	1.1369			
600	78				783.7	2.5648	0.89846	1.1381			
605	78				789.39	2.5742	0.90089	1.1394			
610	78				795.09	2.5836	0.90331	1.1406			
615	78				800.8	2.5929	0.90571	1.1419			
620	78				806.51	2.6022	0.90811	1.1432			
625	78				812.23	2.6113	0.91049	1.1446			
630	78				817.95	2.6205	0.91286	1.1459			
635	78				823.69	2.6295	0.91521	1.1473			
640	78				829.43	2.6385	0.91755	1.1487			
645	78				835.18	2.6475	0.91988	1.1502			
650	78				840.93	2.6564	0.92219	1.1516			
655	78				846.69	2.6652	0.92449	1.1531			
660	78				852.46	2.674	0.92678	1.1545			
665	78				858.24	2.6827	0.92905	1.156			
670	78				864.02	2.6914	0.93131	1.1575			
675	78				869.81	2.7	0.93355	1.159			
680	78				875.61	2.7085	0.93577	1.1605			
685	78				881.42	2.717	0.93798	1.162			
690	78				887.23	2.7255	0.94018	1.1635			
695	78				893.05	2.7339	0.94236	1.1651			
700	78				898.88	2.7423	0.94453	1.1666			
705	78				904.72	2.7506	0.94668	1.1681			
710	78				910.56	2.7588	0.94881	1.1696			
715	78				916.41	2.767	0.95093	1.1712			
720	78				922.27	2.7752	0.95304	1.1727			
725	78				928.14	2.7833	0.95513	1.1743			
730	78				934.02	2.7914	0.9572	1.1758			
735	78				939.9	2.7994	0.95926	1.1773			
740	78				945.79	2.8074	0.9613	1.1789			
745	78				951.69	2.8154	0.96333	1.1804			
750	78				957.59	2.8233	0.96534	1.1819			
755	78				963.51	2.8311	0.96734	1.1834			
760	78				969.43	2.8389	0.96932	1.185			
765	78				975.36	2.8467	0.97129	1.1865			
770	78				981.29	2.8545	0.97324	1.188			
775	78				987.24	2.8621	0.97517	1.1895			
780	78				993.19	2.8698	0.97709	1.191			
785	78				999.15	2.8774	0.979	1.1925			
790	78				1005.1	2.885	0.98089	1.194			
795	78				1011.1	2.8925	0.98277	1.1955			
800	78				1017.1	2.9	0.98463	1.197			
805	78				1023.1	2.9075	0.98647	1.1985			
810	78				1029.1	2.9149	0.9883	1.1999			
815	78				1035.1	2.9223	0.99012	1.2014			
820	78				1041.1	2.9297	0.99192	1.2029			
825	78				1047.1	2.937	0.99371	1.2043			
830	78				1053.1	2.9443	0.99548	1.2058			
835	78				1059.1	2.9515	0.99724	1.2072			
840	78				1065.2	2.9587	0.99898	1.2086			
845	78				1071.2	2.9659	1.0007	1.2101			
850	78				1077.3	2.973	1.0024	1.2115			
855	78				1083.3	2.9801	1.0041	1.2129			
860	78				1089.4	2.9872	1.0058	1.2143			
865	78				1095.5	2.9943	1.0075	1.2157			
870	78				1101.6	3.0013	1.0092	1.2171			
875	78				1107.7	3.0083	1.0108	1.2185			
880	78				1113.8	3.0152	1.0124	1.2198			
885	78				1119.9	3.0221	1.014	1.2212			
890	78				1126	3.029	1.0157	1.2225			
895	78				1132.1	3.0359	1.0172	1.2239			
900	78				1138.2	3.0427	1.0188	1.2252			
905	78				1144.3	3.0495	1.0204	1.2266			
910	78				1150.5	3.0562	1.0219	1.2279			
915	78				1156.6	3.063	1.0235	1.2292			
920	78				1162.8	3.0697	1.025	1.2305			
925	78				1168.9	3.0763	1.0265	1.2318			
930	78				1175.1	3.083	1.028	1.2331			
935	78				1181.2	3.0896	1.0295	1.2344			
940	78				1187.4	3.0962	1.031	1.2356			
945	78				1193.6	3.1027	1.0325	1.2369			
950	78				1199.8	3.1093	1.0339	1.2381			
955	78				1206	3.1158	1.0353	1.2394			
960	78				1212.2	3.1222	1.0368	1.2406			
965	78				1218.4	3.1287	1.0382	1.2419			
970	78				1224.6	3.1351	1.0396	1.2431			
975	78				1230.8	3.1415	1.041	1.2443			
980	78				1237	3.1479	1.0424	1.2455			
985	78				1243.3	3.1542	1.0437	1.2467			
990	78				1249.5	3.1605	1.0451	1.2479			
995	78				1255.8	3.1668	1.0464	1.249			
1000	78				1262	3.1731	1.0478	1.2502			
1005	78				1268.3	3.1793	1.0491	1.2514			
1010	78				1274.5	3.1855	1.0504	1.2525			
1015	78				1280.8	3.1917	1.0517	1.2537			
1020	78				1287.1	3.1979	1.053	1.2548			
1025	78				1293.3	3.204	1.0543	1.2559			
1030	78				1299.6	3.2101	1.0555	1.2571			
1035	78				1305.9	3.2162	1.0568	1.2582			
1040	78				1312.2	3.2223	1.0581	1.2593			
1045	78				1318.5	3.2283	1.0593	1.2604			
1050	78				1324.8	3.2344	1.0605	1.2615			
1055	78				1331.1	3.2404	1.0617	1.2625			
1060	78				1337.4	3.2463	1.0629	1.2636			
1065	78				1343.7	3.2523	1.0641	1.2647			
1070	78				1350.1	3.2582	1.0653	1.2657			
1075	78				1356.4	3.2641	1.0665	1.2668			
1080	78				1362.7	3.27	1.0677	1.2678			
1085	78				1369.1	3.2758	1.0688	1.2689			
1090	78				1375.4	3.2817	1.07	1.2699			
1095	78				1381.8	3.2875	1.0711	1.2709			
1100	78				1388.1	3.2933	1.0722	1.2719			
